,date,sender,transaction_amount,balance,transaction_type
530,10-03-2014,Charlie,346.66,-346.66,withdrawal
531,10-03-2014,Bob,189.6,189.6,deposit
532,10-03-2014,Bob,248.08,248.08,deposit
533,10-03-2014,Bob,83.74,83.74,deposit
534,10-03-2014,Charlie,53.73,-53.73,withdrawal
535,10-03-2014,David,111.89,111.89,deposit
536,10-03-2014,Eve,79.82,-79.82,withdrawal
537,10-03-2014,Charlie,318.27,318.27,deposit
538,10-03-2014,Alice,143.49,143.49,deposit
539,11-03-2014,Alice,103.56,103.56,deposit
540,11-03-2014,Bob,242.3,-242.3,withdrawal
541,11-03-2014,Charlie,236.96,-236.96,withdrawal
542,11-03-2014,Bob,91.31,-91.31,withdrawal
543,11-03-2014,Alice,238.55,-238.55,withdrawal
544,12-03-2014,Charlie,348.51,-348.51,withdrawal
545,12-03-2014,Eve,90.66,90.66,deposit
546,12-03-2014,Charlie,47.83,47.83,deposit
547,12-03-2014,Bob,18.18,18.18,deposit
548,12-03-2014,David,236.69,236.69,deposit
549,12-03-2014,David,68.5,68.5,deposit
550,12-03-2014,David,12.5,12.5,deposit
551,12-03-2014,Bob,40.68,-40.68,withdrawal
552,13-03-2014,Alice,163.86,-163.86,withdrawal
553,13-03-2014,Bob,40.3,-40.3,withdrawal
554,13-03-2014,Alice,46.33,-46.33,withdrawal
555,13-03-2014,Eve,81.32,81.32,deposit
556,13-03-2014,Charlie,10.49,10.49,deposit
557,13-03-2014,Bob,144.51,-144.51,withdrawal
558,13-03-2014,David,182,-182,withdrawal
559,13-03-2014,Alice,412.28,412.28,deposit
560,13-03-2014,David,139.69,-139.69,withdrawal
561,13-03-2014,Charlie,1006.84,-1006.84,withdrawal
562,13-03-2014,Charlie,7.48,7.48,deposit
563,13-03-2014,David,396.63,396.63,deposit
564,13-03-2014,Alice,362.02,-362.02,withdrawal
565,13-03-2014,Bob,471.02,-471.02,withdrawal
566,14-03-2014,David,235.59,235.59,deposit
567,14-03-2014,Charlie,392.69,-392.69,withdrawal
568,14-03-2014,David,26.81,-26.81,withdrawal
569,14-03-2014,Alice,344.8,-344.8,withdrawal
570,14-03-2014,David,51.57,-51.57,withdrawal
571,14-03-2014,Alice,22.07,-22.07,withdrawal
572,14-03-2014,David,159.39,159.39,deposit
573,15-03-2014,Bob,25.61,-25.61,withdrawal
574,15-03-2014,Eve,44.85,44.85,deposit
575,15-03-2014,Bob,134.8,-134.8,withdrawal
576,15-03-2014,David,159.91,-159.91,withdrawal
577,15-03-2014,Bob,17.31,-17.31,withdrawal
578,15-03-2014,Bob,251.57,-251.57,withdrawal
579,15-03-2014,Bob,295.87,295.87,deposit
580,15-03-2014,Charlie,46.27,46.27,deposit
581,16-03-2014,David,223.42,223.42,deposit
582,16-03-2014,Eve,246.63,-246.63,withdrawal
583,16-03-2014,David,286.12,286.12,deposit
584,16-03-2014,Bob,450.51,-450.51,withdrawal
585,16-03-2014,Alice,212.81,-212.81,withdrawal
586,16-03-2014,Eve,135.36,-135.36,withdrawal
587,17-03-2014,David,40.59,-40.59,withdrawal
588,17-03-2014,Bob,57.89,-57.89,withdrawal
589,17-03-2014,David,776.82,776.82,deposit
590,17-03-2014,Alice,570.94,-570.94,withdrawal
591,17-03-2014,Eve,304.43,304.43,deposit
592,17-03-2014,Bob,460.21,460.21,deposit
593,17-03-2014,Alice,385.14,385.14,deposit
594,18-03-2014,David,119.06,119.06,deposit
595,18-03-2014,Bob,1157,1157,deposit
596,18-03-2014,Eve,18.53,-18.53,withdrawal
597,18-03-2014,Charlie,248.95,248.95,deposit
598,18-03-2014,Charlie,380.54,-380.54,withdrawal
599,18-03-2014,Bob,1128.03,1128.03,deposit
600,18-03-2014,Charlie,193.37,193.37,deposit
601,18-03-2014,Alice,95.64,-95.64,withdrawal
602,19-03-2014,David,575.68,575.68,deposit
603,19-03-2014,Bob,326.46,-326.46,withdrawal
604,19-03-2014,Alice,12.56,12.56,deposit
605,19-03-2014,David,800.85,800.85,deposit
606,19-03-2014,Eve,36.42,-36.42,withdrawal
607,19-03-2014,David,515.94,515.94,deposit
608,20-03-2014,Charlie,158.76,158.76,deposit
609,20-03-2014,Charlie,72.22,72.22,deposit
610,20-03-2014,Charlie,206.56,206.56,deposit
611,20-03-2014,Eve,966.21,-966.21,withdrawal
612,20-03-2014,Bob,276.82,-276.82,withdrawal
613,20-03-2014,Eve,379.76,-379.76,withdrawal
614,20-03-2014,Charlie,20.12,20.12,deposit
615,20-03-2014,David,290.14,290.14,deposit
616,20-03-2014,Bob,64.26,64.26,deposit
617,20-03-2014,Alice,199.66,199.66,deposit
618,20-03-2014,Charlie,59.88,-59.88,withdrawal
619,21-03-2014,David,146.42,-146.42,withdrawal
620,21-03-2014,Bob,8.02,-8.02,withdrawal
621,21-03-2014,Bob,547.62,547.62,deposit
622,21-03-2014,Charlie,92.26,-92.26,withdrawal
623,21-03-2014,Alice,426.57,426.57,deposit
624,21-03-2014,Bob,210.97,-210.97,withdrawal
625,21-03-2014,Eve,576.36,-576.36,withdrawal
626,21-03-2014,Alice,4.63,4.63,deposit
627,22-03-2014,David,85.09,-85.09,withdrawal
628,22-03-2014,Eve,207.81,207.81,deposit
629,22-03-2014,David,35.4,35.4,deposit
630,22-03-2014,Eve,211.86,-211.86,withdrawal
631,22-03-2014,Alice,961.74,-961.74,withdrawal
632,22-03-2014,Charlie,63.26,63.26,deposit
633,23-03-2014,Bob,188.27,-188.27,withdrawal
634,23-03-2014,Alice,226.3,-226.3,withdrawal
635,23-03-2014,Eve,53.63,-53.63,withdrawal
636,23-03-2014,David,148.42,-148.42,withdrawal
637,23-03-2014,David,478.23,-478.23,withdrawal
638,23-03-2014,Alice,79.69,-79.69,withdrawal
639,23-03-2014,Alice,113.85,-113.85,withdrawal
640,23-03-2014,Charlie,166.35,-166.35,withdrawal
641,23-03-2014,Eve,104.17,104.17,deposit
642,23-03-2014,Alice,6.03,-6.03,withdrawal
643,23-03-2014,Bob,123.77,123.77,deposit
644,23-03-2014,Eve,59.35,59.35,deposit
645,24-03-2014,David,22.1,-22.1,withdrawal
646,24-03-2014,Alice,166.68,-166.68,withdrawal
647,24-03-2014,Charlie,246.75,246.75,deposit
648,24-03-2014,Alice,182.39,182.39,deposit
649,24-03-2014,Bob,22.06,22.06,deposit
650,24-03-2014,David,385.57,385.57,deposit
651,25-03-2014,Charlie,239.77,239.77,deposit
652,25-03-2014,Eve,105.78,105.78,deposit
653,25-03-2014,Bob,256.36,-256.36,withdrawal
654,25-03-2014,Eve,143.45,143.45,deposit
655,25-03-2014,Bob,8.37,8.37,deposit
656,25-03-2014,Charlie,49.18,49.18,deposit
657,25-03-2014,David,191.27,191.27,deposit
658,25-03-2014,Eve,53.84,53.84,deposit
659,25-03-2014,Alice,21.47,-21.47,withdrawal
660,26-03-2014,Bob,441.98,-441.98,withdrawal
661,26-03-2014,Charlie,207.32,-207.32,withdrawal
662,26-03-2014,Charlie,437.27,-437.27,withdrawal
663,26-03-2014,Eve,409.46,-409.46,withdrawal
664,26-03-2014,Alice,77.77,-77.77,withdrawal
665,26-03-2014,Eve,185.96,185.96,deposit
666,26-03-2014,Bob,53.12,-53.12,withdrawal
667,26-03-2014,Eve,637.85,637.85,deposit
668,26-03-2014,Alice,394.16,394.16,deposit
669,26-03-2014,Alice,62.09,-62.09,withdrawal
670,27-03-2014,Bob,189.59,189.59,deposit
671,27-03-2014,Eve,32.91,32.91,deposit
672,27-03-2014,Bob,198.29,-198.29,withdrawal
673,27-03-2014,David,568.86,-568.86,withdrawal
674,27-03-2014,Eve,410.98,410.98,deposit
675,27-03-2014,Bob,322.74,-322.74,withdrawal
676,27-03-2014,Eve,254.93,-254.93,withdrawal
677,27-03-2014,David,142,-142,withdrawal
678,27-03-2014,Alice,144.81,144.81,deposit
679,28-03-2014,Bob,78.85,-78.85,withdrawal
680,28-03-2014,David,120.9,120.9,deposit
681,28-03-2014,Charlie,407.82,407.82,deposit
682,28-03-2014,Alice,70.9,70.9,deposit
683,28-03-2014,Bob,330.95,-330.95,withdrawal
684,28-03-2014,David,93.07,-93.07,withdrawal
685,28-03-2014,Alice,724.97,-724.97,withdrawal
686,29-03-2014,Bob,820.85,820.85,deposit
687,29-03-2014,Bob,514.17,514.17,deposit
688,29-03-2014,Alice,754.01,754.01,deposit
689,29-03-2014,Eve,113.45,113.45,deposit
690,29-03-2014,Eve,322.45,322.45,deposit
691,29-03-2014,Bob,409.93,409.93,deposit
692,29-03-2014,David,9.05,-9.05,withdrawal
693,30-03-2014,Eve,63.68,63.68,deposit
694,30-03-2014,Bob,98.45,98.45,deposit
695,30-03-2014,Bob,65.32,65.32,deposit
696,30-03-2014,Alice,429.95,429.95,deposit
697,30-03-2014,David,61.87,-61.87,withdrawal
698,31-03-2014,Alice,94.13,94.13,deposit
699,31-03-2014,Charlie,55.93,55.93,deposit
700,31-03-2014,David,0.67,-0.67,withdrawal
701,31-03-2014,David,37.89,37.89,deposit
702,31-03-2014,Bob,428.39,428.39,deposit
703,31-03-2014,Alice,15.73,15.73,deposit
704,31-03-2014,Charlie,106.55,-106.55,withdrawal
705,31-03-2014,David,121.94,-121.94,withdrawal
706,31-03-2014,Alice,301.15,301.15,deposit
707,31-03-2014,Charlie,58.23,-58.23,withdrawal
708,31-03-2014,Bob,74.11,-74.11,withdrawal
709,31-03-2014,Eve,2.88,-2.88,withdrawal
710,01-04-2014,Eve,436.99,436.99,deposit
711,01-04-2014,Charlie,60.99,-60.99,withdrawal
712,01-04-2014,David,466.26,-466.26,withdrawal
713,01-04-2014,David,231.39,-231.39,withdrawal
714,02-04-2014,Alice,283.63,-283.63,withdrawal
715,02-04-2014,Alice,18.11,18.11,deposit
716,02-04-2014,Bob,91.9,91.9,deposit
717,02-04-2014,Alice,165.84,-165.84,withdrawal
718,02-04-2014,Charlie,140.85,140.85,deposit
719,02-04-2014,David,212.79,212.79,deposit
720,02-04-2014,David,70.65,70.65,deposit
721,02-04-2014,Bob,103.99,103.99,deposit
722,02-04-2014,Charlie,26.77,-26.77,withdrawal
723,02-04-2014,Bob,269.72,-269.72,withdrawal
724,03-04-2014,David,269.69,269.69,deposit
725,03-04-2014,David,168.78,168.78,deposit
726,03-04-2014,David,127.91,-127.91,withdrawal
727,03-04-2014,Bob,44.41,44.41,deposit
728,03-04-2014,Alice,44.13,-44.13,withdrawal
729,03-04-2014,Charlie,485.95,-485.95,withdrawal
730,03-04-2014,Eve,232.84,232.84,deposit
731,03-04-2014,Alice,178.15,178.15,deposit
732,03-04-2014,Bob,90.64,-90.64,withdrawal
733,03-04-2014,Charlie,356.19,-356.19,withdrawal
734,04-04-2014,Eve,124.86,124.86,deposit
735,04-04-2014,Charlie,365.7,-365.7,withdrawal
736,05-04-2014,Eve,349.48,-349.48,withdrawal
737,05-04-2014,Eve,105.93,105.93,deposit
738,05-04-2014,David,269.12,-269.12,withdrawal
739,05-04-2014,Charlie,39.42,39.42,deposit
740,05-04-2014,Charlie,53.04,53.04,deposit
741,05-04-2014,Charlie,52.77,52.77,deposit
742,05-04-2014,Bob,300.39,300.39,deposit
743,05-04-2014,Alice,257,257,deposit
744,06-04-2014,David,16.55,-16.55,withdrawal
745,06-04-2014,David,93.65,93.65,deposit
746,06-04-2014,Bob,206.87,206.87,deposit
747,06-04-2014,Bob,294.88,294.88,deposit
748,06-04-2014,Bob,211.49,-211.49,withdrawal
749,06-04-2014,David,101.34,101.34,deposit
750,06-04-2014,Charlie,964.44,964.44,deposit
751,06-04-2014,Alice,8.48,8.48,deposit
752,07-04-2014,Eve,54.83,-54.83,withdrawal
753,07-04-2014,David,163.61,163.61,deposit
754,07-04-2014,Alice,142.69,142.69,deposit
755,07-04-2014,Bob,136.54,136.54,deposit
756,08-04-2014,Eve,49.71,49.71,deposit
757,08-04-2014,Bob,117.19,-117.19,withdrawal
758,08-04-2014,Charlie,113,113,deposit
759,08-04-2014,Bob,296.67,296.67,deposit
760,08-04-2014,Alice,571.51,-571.51,withdrawal
761,08-04-2014,Bob,45.34,-45.34,withdrawal
762,08-04-2014,Charlie,953.94,953.94,deposit
763,08-04-2014,Charlie,563.74,563.74,deposit
764,08-04-2014,David,23.9,23.9,deposit
765,09-04-2014,Bob,125.01,-125.01,withdrawal
766,09-04-2014,Alice,202.54,202.54,deposit
767,09-04-2014,David,103.13,-103.13,withdrawal
768,09-04-2014,Bob,391.67,-391.67,withdrawal
769,09-04-2014,Charlie,422.32,-422.32,withdrawal
770,09-04-2014,Charlie,166.29,-166.29,withdrawal
771,09-04-2014,David,486.92,486.92,deposit
772,09-04-2014,Alice,582.41,-582.41,withdrawal
773,10-04-2014,David,91.28,-91.28,withdrawal
774,10-04-2014,Alice,57.73,57.73,deposit
775,10-04-2014,Eve,116.5,116.5,deposit
776,10-04-2014,Eve,327.95,327.95,deposit
777,11-04-2014,Alice,91.42,-91.42,withdrawal
778,11-04-2014,Eve,83.79,83.79,deposit
779,11-04-2014,Eve,42.47,-42.47,withdrawal
780,11-04-2014,Alice,236.69,236.69,deposit
781,11-04-2014,Bob,68.67,68.67,deposit
782,11-04-2014,Alice,634.04,-634.04,withdrawal
783,11-04-2014,David,371.61,-371.61,withdrawal
784,11-04-2014,Bob,210.19,210.19,deposit
785,12-04-2014,Eve,852.46,852.46,deposit
786,12-04-2014,Bob,635.83,635.83,deposit
787,12-04-2014,David,344.93,-344.93,withdrawal
788,12-04-2014,Charlie,128.05,128.05,deposit
789,12-04-2014,Alice,61.32,61.32,deposit
790,12-04-2014,Eve,495.3,-495.3,withdrawal
791,13-04-2014,Charlie,709.88,-709.88,withdrawal
792,13-04-2014,Eve,77.53,77.53,deposit
793,13-04-2014,Bob,776,776,deposit
794,13-04-2014,Eve,32.84,32.84,deposit
795,13-04-2014,Charlie,289.68,-289.68,withdrawal
796,13-04-2014,David,147.61,-147.61,withdrawal
797,13-04-2014,Charlie,8.53,-8.53,withdrawal
798,13-04-2014,David,56.23,56.23,deposit
799,13-04-2014,Alice,62.41,62.41,deposit
800,13-04-2014,Eve,38.32,38.32,deposit
801,14-04-2014,Charlie,144.01,-144.01,withdrawal
802,14-04-2014,Bob,102.42,102.42,deposit
803,14-04-2014,David,493.9,-493.9,withdrawal
804,14-04-2014,Eve,49.08,-49.08,withdrawal
805,14-04-2014,Alice,217.11,217.11,deposit
806,14-04-2014,Charlie,501.79,-501.79,withdrawal
807,14-04-2014,Charlie,201.09,-201.09,withdrawal
808,14-04-2014,David,31.22,-31.22,withdrawal
809,15-04-2014,Bob,42.93,-42.93,withdrawal
810,15-04-2014,David,331.53,331.53,deposit
811,15-04-2014,Alice,105.26,-105.26,withdrawal
812,15-04-2014,Alice,414.9,414.9,deposit
813,15-04-2014,Charlie,379.1,379.1,deposit
814,15-04-2014,Alice,250.17,250.17,deposit
815,15-04-2014,Alice,311.32,311.32,deposit
816,15-04-2014,Eve,27.38,27.38,deposit
817,15-04-2014,Bob,364.31,-364.31,withdrawal
818,15-04-2014,Eve,313.82,313.82,deposit
819,15-04-2014,Charlie,100.18,-100.18,withdrawal
820,15-04-2014,Alice,46.51,46.51,deposit
821,15-04-2014,Bob,65.29,65.29,deposit
822,15-04-2014,David,218.43,218.43,deposit
823,16-04-2014,Alice,593.33,-593.33,withdrawal
824,16-04-2014,Alice,142.66,142.66,deposit
825,16-04-2014,David,53.28,53.28,deposit
826,16-04-2014,Bob,486.17,-486.17,withdrawal
827,16-04-2014,David,312.17,312.17,deposit
828,16-04-2014,David,4.24,4.24,deposit
829,16-04-2014,Charlie,560.74,560.74,deposit
830,16-04-2014,Bob,87.8,-87.8,withdrawal
831,16-04-2014,Charlie,2.01,-2.01,withdrawal
832,16-04-2014,Charlie,160.83,160.83,deposit
833,16-04-2014,Eve,489.93,-489.93,withdrawal
834,17-04-2014,Alice,61.49,61.49,deposit
835,17-04-2014,Bob,383.57,-383.57,withdrawal
836,17-04-2014,David,116.72,116.72,deposit
837,17-04-2014,Eve,96.19,-96.19,withdrawal
838,17-04-2014,David,163.35,163.35,deposit
839,17-04-2014,Alice,26.58,26.58,deposit
840,17-04-2014,Alice,144.01,144.01,deposit
841,17-04-2014,Bob,28.93,-28.93,withdrawal
842,17-04-2014,Bob,263.18,263.18,deposit
843,17-04-2014,Bob,178.57,178.57,deposit
844,17-04-2014,Bob,18.6,-18.6,withdrawal
845,18-04-2014,Bob,73,-73,withdrawal
846,18-04-2014,Bob,1.57,-1.57,withdrawal
847,18-04-2014,Eve,25.37,-25.37,withdrawal
848,18-04-2014,Eve,240.67,-240.67,withdrawal
849,18-04-2014,Eve,312.78,312.78,deposit
850,18-04-2014,David,39.36,-39.36,withdrawal
851,19-04-2014,Eve,338.52,-338.52,withdrawal
852,19-04-2014,Charlie,296.35,-296.35,withdrawal
853,19-04-2014,Eve,410.84,-410.84,withdrawal
854,19-04-2014,Charlie,285.92,285.92,deposit
855,20-04-2014,Bob,13.44,13.44,deposit
856,20-04-2014,David,177.49,-177.49,withdrawal
857,20-04-2014,Bob,13.69,13.69,deposit
858,20-04-2014,David,163.53,163.53,deposit
859,20-04-2014,Bob,89.26,89.26,deposit
860,20-04-2014,Bob,130.23,-130.23,withdrawal
861,20-04-2014,Bob,1.19,1.19,deposit
862,20-04-2014,Alice,97.4,97.4,deposit
863,20-04-2014,Alice,4.86,4.86,deposit
864,20-04-2014,David,7.34,-7.34,withdrawal
865,21-04-2014,David,508.43,508.43,deposit
866,21-04-2014,Alice,143.97,143.97,deposit
867,21-04-2014,David,135.23,135.23,deposit
868,21-04-2014,Charlie,611.97,611.97,deposit
869,21-04-2014,Alice,15.45,-15.45,withdrawal
870,21-04-2014,Alice,310.35,310.35,deposit
871,21-04-2014,Bob,78.34,-78.34,withdrawal
872,21-04-2014,Eve,0.1,-0.1,withdrawal
873,21-04-2014,Charlie,74.78,-74.78,withdrawal
874,21-04-2014,Bob,50.71,-50.71,withdrawal
875,21-04-2014,Charlie,86.88,86.88,deposit
876,21-04-2014,Alice,110.22,110.22,deposit
877,21-04-2014,Alice,16.33,-16.33,withdrawal
878,22-04-2014,Bob,163.29,-163.29,withdrawal
879,22-04-2014,Eve,195.23,195.23,deposit
880,22-04-2014,Charlie,5.46,5.46,deposit
881,22-04-2014,Eve,39.4,39.4,deposit
882,22-04-2014,David,67.25,67.25,deposit
883,22-04-2014,Eve,159.45,159.45,deposit
884,22-04-2014,Charlie,27.79,-27.79,withdrawal
885,22-04-2014,Alice,182.44,182.44,deposit
886,22-04-2014,Alice,301.42,-301.42,withdrawal
887,22-04-2014,Alice,5.16,-5.16,withdrawal
888,22-04-2014,David,54.12,54.12,deposit
889,22-04-2014,Alice,237.74,237.74,deposit
890,22-04-2014,Alice,571.65,-571.65,withdrawal
891,23-04-2014,Alice,90.33,90.33,deposit
892,23-04-2014,Charlie,7.92,7.92,deposit
893,23-04-2014,Alice,4.12,-4.12,withdrawal
894,23-04-2014,Eve,42.53,42.53,deposit
895,23-04-2014,Eve,54,-54,withdrawal
896,23-04-2014,Alice,43.08,43.08,deposit
897,23-04-2014,David,123.88,-123.88,withdrawal
898,23-04-2014,Eve,636.55,636.55,deposit
899,24-04-2014,Eve,541.02,-541.02,withdrawal
900,24-04-2014,Bob,32.4,-32.4,withdrawal
901,24-04-2014,Bob,183.65,183.65,deposit
902,24-04-2014,Eve,85.22,-85.22,withdrawal
903,24-04-2014,Bob,200.5,200.5,deposit
904,25-04-2014,Eve,212.34,212.34,deposit
905,25-04-2014,Bob,16.23,16.23,deposit
906,25-04-2014,Alice,15.05,15.05,deposit
907,25-04-2014,Alice,283.46,283.46,deposit
908,25-04-2014,David,3.25,3.25,deposit
909,25-04-2014,Charlie,569.1,-569.1,withdrawal
910,25-04-2014,Bob,144.75,144.75,deposit
911,25-04-2014,Bob,45.68,45.68,deposit
912,25-04-2014,Charlie,16.38,-16.38,withdrawal
913,25-04-2014,David,67.53,-67.53,withdrawal
914,25-04-2014,Eve,382.3,-382.3,withdrawal
915,25-04-2014,Eve,115.64,115.64,deposit
916,26-04-2014,Bob,269.57,269.57,deposit
917,26-04-2014,Charlie,479.23,479.23,deposit
918,26-04-2014,David,67.85,-67.85,withdrawal
919,26-04-2014,David,62.75,-62.75,withdrawal
920,26-04-2014,David,192.32,-192.32,withdrawal
921,26-04-2014,Alice,299.47,299.47,deposit
922,26-04-2014,Charlie,406.45,406.45,deposit
923,26-04-2014,Alice,57.46,57.46,deposit
924,27-04-2014,Charlie,234.8,-234.8,withdrawal
925,27-04-2014,Charlie,315.43,-315.43,withdrawal
926,27-04-2014,Bob,119.52,119.52,deposit
927,27-04-2014,Bob,78.87,78.87,deposit
928,27-04-2014,David,0.92,0.92,deposit
929,27-04-2014,David,124.71,-124.71,withdrawal
930,27-04-2014,Alice,547.61,-547.61,withdrawal
931,27-04-2014,Alice,31.57,31.57,deposit
932,27-04-2014,David,42.35,42.35,deposit
933,27-04-2014,Charlie,157.41,157.41,deposit
934,27-04-2014,Alice,158.46,-158.46,withdrawal
935,27-04-2014,David,73.41,73.41,deposit
936,28-04-2014,Eve,25.99,25.99,deposit
937,28-04-2014,Eve,255.51,-255.51,withdrawal
938,28-04-2014,Bob,6,6,deposit
939,28-04-2014,Charlie,234.35,234.35,deposit
940,28-04-2014,Alice,143.41,-143.41,withdrawal
941,28-04-2014,Alice,455.15,455.15,deposit
942,28-04-2014,Bob,157,-157,withdrawal
943,28-04-2014,Bob,788.05,-788.05,withdrawal
944,28-04-2014,Bob,64.25,64.25,deposit
945,28-04-2014,Bob,176.07,176.07,deposit
946,29-04-2014,Eve,226.84,226.84,deposit
947,29-04-2014,David,17.61,-17.61,withdrawal
948,29-04-2014,Charlie,329.04,329.04,deposit
949,29-04-2014,Alice,761.39,-761.39,withdrawal
950,29-04-2014,Eve,197.09,197.09,deposit
951,29-04-2014,Alice,16.04,16.04,deposit
952,30-04-2014,Alice,176.74,176.74,deposit
953,30-04-2014,David,270.08,-270.08,withdrawal
954,30-04-2014,Eve,540.9,-540.9,withdrawal
955,01-05-2014,Alice,312.69,312.69,deposit
956,01-05-2014,Eve,28.45,28.45,deposit
957,01-05-2014,David,439.12,439.12,deposit
958,01-05-2014,Bob,9.3,-9.3,withdrawal
959,01-05-2014,Alice,298.37,298.37,deposit
960,02-05-2014,David,395.01,395.01,deposit
961,02-05-2014,Bob,211.61,-211.61,withdrawal
962,02-05-2014,David,138.94,-138.94,withdrawal
963,02-05-2014,Eve,415.23,415.23,deposit
964,02-05-2014,David,146.41,146.41,deposit
965,02-05-2014,Bob,42.17,42.17,deposit
966,02-05-2014,Charlie,572.36,572.36,deposit
967,03-05-2014,Alice,88.55,-88.55,withdrawal
968,03-05-2014,Alice,317.09,317.09,deposit
969,03-05-2014,Alice,93.74,93.74,deposit
970,03-05-2014,David,74.72,74.72,deposit
971,03-05-2014,Bob,161.75,-161.75,withdrawal
972,03-05-2014,Alice,92.33,-92.33,withdrawal
973,03-05-2014,Bob,23.43,-23.43,withdrawal
974,03-05-2014,Eve,44.42,-44.42,withdrawal
975,03-05-2014,Alice,195.82,-195.82,withdrawal
976,03-05-2014,Alice,93.45,93.45,deposit
977,03-05-2014,Bob,160.16,-160.16,withdrawal
978,04-05-2014,David,508.61,-508.61,withdrawal
979,04-05-2014,Charlie,23.97,23.97,deposit
980,04-05-2014,Eve,536.41,536.41,deposit
981,04-05-2014,Charlie,233.95,233.95,deposit
982,04-05-2014,Charlie,84.43,84.43,deposit
983,04-05-2014,Alice,1.38,1.38,deposit
984,04-05-2014,Charlie,324.33,-324.33,withdrawal
985,04-05-2014,Alice,696.88,696.88,deposit
986,04-05-2014,Alice,808.42,-808.42,withdrawal
987,05-05-2014,Eve,21.6,-21.6,withdrawal
988,05-05-2014,Charlie,74.14,74.14,deposit
989,05-05-2014,Eve,110.12,-110.12,withdrawal
990,05-05-2014,Bob,14.62,14.62,deposit
991,05-05-2014,Alice,75.3,75.3,deposit
992,06-05-2014,Charlie,148.77,148.77,deposit
993,06-05-2014,Bob,185.56,-185.56,withdrawal
994,06-05-2014,David,260.99,-260.99,withdrawal
995,06-05-2014,Bob,10.47,-10.47,withdrawal
996,06-05-2014,Eve,64.43,-64.43,withdrawal
997,06-05-2014,Bob,87.76,87.76,deposit
998,06-05-2014,Bob,445.57,-445.57,withdrawal
999,06-05-2014,Eve,463.32,-463.32,withdrawal
1000,06-05-2014,Eve,60.21,-60.21,withdrawal
1001,06-05-2014,Charlie,133.62,-133.62,withdrawal
1002,06-05-2014,Alice,110.59,110.59,deposit
1003,07-05-2014,Eve,247.27,247.27,deposit
1004,07-05-2014,Bob,31.42,31.42,deposit
1005,07-05-2014,David,67.41,67.41,deposit
1006,07-05-2014,David,149.61,149.61,deposit
1007,07-05-2014,David,124.32,-124.32,withdrawal
1008,08-05-2014,Eve,92.32,92.32,deposit
1009,08-05-2014,Eve,156.36,156.36,deposit
1010,08-05-2014,Alice,185.57,-185.57,withdrawal
1011,08-05-2014,Eve,362.22,-362.22,withdrawal
1012,08-05-2014,Eve,17.06,17.06,deposit
1013,08-05-2014,Bob,131.84,-131.84,withdrawal
1014,08-05-2014,Charlie,449,-449,withdrawal
1015,09-05-2014,Charlie,93.76,-93.76,withdrawal
1016,09-05-2014,Charlie,176.14,176.14,deposit
1017,09-05-2014,Eve,82.55,-82.55,withdrawal
1018,09-05-2014,Eve,167.71,167.71,deposit
1019,09-05-2014,Bob,199.38,-199.38,withdrawal
1020,09-05-2014,Bob,17.78,17.78,deposit
1021,09-05-2014,Bob,277.8,-277.8,withdrawal
1022,09-05-2014,Bob,117.59,-117.59,withdrawal
1023,09-05-2014,David,80.04,-80.04,withdrawal
1024,09-05-2014,David,17.77,17.77,deposit
1025,10-05-2014,Eve,312.81,-312.81,withdrawal
1026,10-05-2014,Charlie,21.11,21.11,deposit
1027,10-05-2014,David,17.62,17.62,deposit
1028,10-05-2014,David,242.34,242.34,deposit
1029,10-05-2014,Charlie,321.04,-321.04,withdrawal
1030,10-05-2014,Charlie,35.49,-35.49,withdrawal
1031,10-05-2014,David,62.15,62.15,deposit
1032,10-05-2014,Bob,141.92,141.92,deposit
1033,10-05-2014,Bob,65.24,65.24,deposit
1034,10-05-2014,Eve,103.99,-103.99,withdrawal
